review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes,date_str,date,year_month,brand,product_name
R3E9S4EA1YHICX,B0C2F5KD26,5.0 out of 5 stars Fantastic Earbuds,Shanelle A. Jackson,5.0,"Love them, the clarity, noise canceling, fit, battery life, easy to connect, quality. THEY ARE WORTH THE PRICE.","Reviewed in the United States July 25, 2024",AHU65ZUQ6PM6KM2ORKETWPZOKJBQ,1,0,Color: True Black,"July 25, 2024",2024-07-25,2024-07,Apple,Apple AirPods (2nd Generation)
R15ZELYOEJEBAU,B0C2F5KD26,"4.0 out of 5 stars Good value, decent sound",Tomygunn301,4.0,"For the price, the are a good set of ear buds. They are comfortable, hold a decent charge and play decent sound. They don't compare sound wise to high end earbuds, but they definately do well for the price point. I bought these as a pair to wear at the beach so I didn't have to worry about damaging expensive one, and they fit the bill. Easy to use and comfortable.","Reviewed in the United States July 23, 2024",AFYHEKAL46Y2QJDUOGWVC23LRJPA,1,0,Color: True Black,"July 23, 2024",2024-07-23,2024-07,Apple,Apple AirPods (2nd Generation)
R3VU2IX8FQQ3U3,B0C2F5KD26,5.0 out of 5 stars Surprising in their excellence,John C.,5.0,"Ok didn’t expect these to be this good. They actually stay in my ears, the touch controls work perfectly, the 4 built-in EQ modes are thoughtful and actually sound how they should sound, the recharge time is amaaaazind and they turn themselves off if you just set them down outside of the case so they save battery and then you can just turn them back on with the touch control and they will sync back up and you’re good to go. These are the -best- skullcandy earbuds I’ve ever tried and I’ve tried like 3 models of theirs. So hey, no complaints here!","Reviewed in the United States June 28, 2024",AEFAMBNLRHU56K2W5MGWA5PC5LEA,1,2,Color: True Black,"June 28, 2024",2024-06-28,2024-06,Apple,Apple AirPods (2nd Generation)
RSP0USA5Z6Y3B,B0C2F5KD26,5.0 out of 5 stars works well,Cam,5.0,i bought these thing USED yall and they felt brand new. Noise cancellation? i had somebody yelling my name for 15 minute and i didn't hear a thing. Sound quality gets worse if you use them too much. Slip out my ear and constantly need to be readjusted. Battery lasts long.,"Reviewed in the United States June 23, 2024",AEV3UYUJAWUWUGCDZRJPNSKV2B2Q,1,3,Color: True Black,"June 23, 2024",2024-06-23,2024-06,Apple,Apple AirPods (2nd Generation)
R24DZXDVU3IELW,B0C2F5KD26,5.0 out of 5 stars Nice for the price!,Jason Pizarro,5.0,"Decent sound quality… decent sound level.. typical skullcandy style, simple and easy to use. Always been a fan!","Reviewed in the United States August 3, 2024",AHXEVH6IH7VYAFRUKNWW535RJJFQ,1,0,Color: True Black,"August 3, 2024",2024-08-03,2024-08,Apple,Apple AirPods (2nd Generation)
R28TF747QTV7KX,B0C2F5KD26,3.0 out of 5 stars Cute but not great,Brooklyn,3.0,"I mainly got these for their color are their so cute! I love green so a matcha color was perfect but there are very bug issues with it. 1st big issue is the charging, the buds dont always snap in to the case and connect with the magnetic prongs that charge them leading to me having to push them down (not hard but still) in order to make their they charge and often check on them. This also doesn't help thay their aren't really any indication lights other than 1 one the Case so unless you plug it up you really ain't got a way of knowing if the case is charged or not. Issue 2 the pairing & connecting, the right bud when pulled out with reconnect most of the time but sometimes needs me to manually select them in the Bluetooth menu while the left bud needs to be manually paired each and every time I use it just about, it's as if the bud is able to have a reconnecting memory unlike other skull candy products. 3 issue, this one is very minor but the hinge on the case is just to low you need to hold the cas a very special way or on a table to open or your finger will hold the cases lid shut which is just bad design and I honestly don't know how that made it pass concepts. 4th issue another small one but the Cases lid just opens way to easily when dropped as there's no magnet or just clip helping hold it shut like other brands or even skullcandys just literally sitting ontop of the cases lower part. For 24.99 I expected a product I wouldn't have to fight to use, and for a skullcandy product I expected quality but yet clearly there isn't a lot here in the products functionality. The sound is good as all skullcandys are but thr issues weight that down by a lot.","Reviewed in the United States May 24, 2024",AEDH4UKBU4S74FUGFWEUEFX2IOOA,1,1,Color: Matcha,"May 24, 2024",2024-05-24,2024-05,Apple,Apple AirPods (2nd Generation)
R2HZ1PX4BEMFYR,B0C2F5KD26,"4.0 out of 5 stars Comfortable, love the color, long lasting charge",MJ,4.0,"I have been a Skullcandy fan for years. My previous buds the “Indy Evo” lasted almost 3.5 years. Excellent for midrange $. Hence I immediately returned to the brand for my next bud. I decided to try a different bud now we are in 2024 and the technology has evolved a bit more. Budget matters now more then ever in this economy. After looking at multiple reviews and several different new options they have out, I really was liking these for the look, fit and $. After having them home now and using them for about a week, here is my humble opinion. Pros: LONG battery life. I mean I think I charged it once overnight after it came home and put it on the charger again to check the status and it was still green. It is pleasing in appearance and definitely travels well in a pocket or purse. It has that little charge cord you see in my pictures. The c end goes to the case and usb to your computer, laptop or usb cube. I like the light indicator which tells you how charged the case is. The box comes with three different sized tips to ensure a good fit. The actual bud sits pretty comfortably because of the design. I have small ears and they don’t hurt after 4+hrs of wear. Decent connectivity. I can leave my phone on the table and walk into an ajoining room. It depends on if there is to much between the phone and signal. If I go out to the yard to lock up the chickens and leave my phone in the house, that’s about 30’, I loose connection, but it automatically re-connects when in range. Cons: volume on these puppies with one bud and max volume on my phone is low, I mean like I am struggling to hear. I do have some very mild hearing loss, but I mean I am talking volume on max and it sounds like it’s on low. I didn’t have this issue with the Indy Evo. The next and bigger issue is loose fit. Although ergonomically shaped for the ear, they are not secure for me. If I am just sitting working on something and listing or walking around listening not to bad, but as I continue to move my head around you can feel them coming loose. Over time they feel insecure. I constantly fiddle with them to re-secure them in place. I used to take daily walks at lunch with my Indy Evo, not sure I would feel safe doing that with these. I wouldn’t want to lose a bud or drop it in the dirt. I might try sizing down to the small tips even though medium feels comfortable, just to see if this somehow gives a better secure fit? I miss the little fins on Indy Evo. They pretty much guaranteed those little suckers went nowhere. Overall I think I got what I paid for. In this day and age of technology and insane $$ this is a decent tech, good looking, excellent charge, easy carry and easy on the wallet. If I want something for they gym or what have you I would probably invest a little more money so I get something I don’t have to worry about possibly losing. Still 💗 me some 💀 🍭","Reviewed in the United States May 11, 2024",AG2JBD4NI56SYO4DFA3HJIOUWZHA,1,8,Color: Matcha,"May 11, 2024",2024-05-11,2024-05,Apple,Apple AirPods (2nd Generation)
R3HCEJOXHWKOGE,B0C2F5KD26,4.0 out of 5 stars Battery in these is amazing for the $.,Jaybo,4.0,"Tired of cords and cheapo Bluetooth buds so I stepped up and spent a little on these. Extremely impressed with this product. The buds charge so fast in the little box, it's absurd. Been jamming out for the past 3 hours and still at 90 percent. Only complaint is you have no way to skip the track forward and back without using the assistant. Love the switchable equalizer built in. Pairs very well with my Motorola which comes with Dolby Atmos. Bluetooth connectivity works excellent. I can walk into another room in the house, door closed, without my phone and it won't even skip a beat. There are different tones that play in the headphone each time you press the skulls on the sides, so you can count your clicks, which I thought was pretty cool. Buds each have same functions, so can operate independently or together with ease.","Reviewed in the United States July 6, 2024",AE7SS57PCQGTRGIWFY65EAGBSYEA,1,0,Color: Bone/Orange Glow,"July 6, 2024",2024-07-06,2024-07,Apple,Apple AirPods (2nd Generation)
R131PQ62RICK1D,B0C2F5KD26,5.0 out of 5 stars So good I went back an got a second pair!,Ivie Johnson,5.0,"AWESOME head phones,loud AF and I have crappy ears(probably from years of ignore the warning when ur volumes too loud lmao ). Battery lifer is great and I like that it takes a C charger like my cell,my last Skullcandy was the universal one. Connects super easy. Cheap and fit anywhere. Skull candy seems to be the most durable brand ive found","Reviewed in the United States July 30, 2024",AHAIGLZJ7A5RPGZKJ7H2DDSSENQA,1,0,Color: True Black,"July 30, 2024",2024-07-30,2024-07,Apple,Apple AirPods (2nd Generation)
R1FR6K5BBEDP6M,B0C2F5KD26,4.0 out of 5 stars Good product !,Andy Sambi,4.0,It work very well. The battery life is very good ! The quality of the sound is also good.The connectivity is easy and fast. Black color is find for me.I will recommend the product.,"Reviewed in the United States July 24, 2024",AGG3XB6TECB4ARWOEBE4CJZEFT2A,1,0,Color: True Black,"July 24, 2024",2024-07-24,2024-07,Apple,Apple AirPods (2nd Generation)
R3FDN1MMXFSG2B,B0C2F5KD26,5.0 out of 5 stars Perfect,Karla Campbell,5.0,I'm a senior citizen and not very good with electronic stuff. These were so easy to connect and wear. I did have a bit of trouble trying to reduce the volume but found I could adjust it on my phone.,"Reviewed in the United States July 31, 2024",AF722EDK473SIGBJNVMZLFHSRX7A,1,0,Color: Bone/Orange Glow,"July 31, 2024",2024-07-31,2024-07,Apple,Apple AirPods (2nd Generation)
RFE0PFGP34TQP,B0C2F5KD26,5.0 out of 5 stars WONDERFUL FOR THE PRICE,Landry Kasper,5.0,I have recently started buying skull candy products and it’s safe to say that I am not dissatisfied! The bass in the earbuds is amazing and the audio quality is just awesome!,"Reviewed in the United States August 4, 2024",AFLULPZUA6JV4KS6SJXDKL3MFLKA,1,0,Color: True Black,"August 4, 2024",2024-08-04,2024-08,Apple,Apple AirPods (2nd Generation)
RIB9KNZE6SS68,B0C2F5KD26,4.0 out of 5 stars Good for the money,brandon denning,4.0,The product has a crisp and a clean sound very decent quality very affordable. I wish they would get louder but I wish that out of every pair of earbuds I have gotten.,"Reviewed in the United States July 10, 2024",AEZCPYVV6AAAXO624DFMHR46HUCA,1,0,Color: True Black,"July 10, 2024",2024-07-10,2024-07,Apple,Apple AirPods (2nd Generation)
R2XIXUPRUXTM9W,B0C2F5KD26,5.0 out of 5 stars Strong connection,Amazon Customer,5.0,"Excellent headphones, lots of earbuds lose connection with your phone in your pocket. These have a strong connection 10+ feet between walls. Great price 10/10!!!!","Reviewed in the United States August 3, 2024",AEKZKTGU3BRBDAUGSBYTGSW7UEFQ,1,0,Color: Bone/Orange Glow,"August 3, 2024",2024-08-03,2024-08,Apple,Apple AirPods (2nd Generation)
R3H5UQCKBVI303,B0C2F5KD26,"5.0 out of 5 stars Works great, simple, compatible with iPhone",NAS,5.0,"I bought these as a replacement for my wired headphone that kept getting tangled. These are affordable, simple to use (I watched the tutorial video on YouTube), and sync'ed easily with my iPhone. Highly recommended for a no frills, easy-to-use set of ear buds.","Reviewed in the United States July 15, 2024",AGH4V7QUNL3HVYBYQDYHIUZ2ZHMQ,1,0,Color: True Black,"July 15, 2024",2024-07-15,2024-07,Apple,Apple AirPods (2nd Generation)
R13EZP5LBH43SI,B0C2F5KD26,5.0 out of 5 stars Amazing,DMitch,5.0,I love these earbuds. They fit perfectly and the sound is amazing!,"Reviewed in the United States August 5, 2024",AFXKWSG2MWBK5PKLFBWFTEMXO44Q,1,0,Color: True Black,"August 5, 2024",2024-08-05,2024-08,Apple,Apple AirPods (2nd Generation)
R2VACI94SQVART,B0C2F5KD26,4.0 out of 5 stars Good Quality for Price!,Violet,4.0,I love these I use them all the time at the gym or around the house. They aren’t super noise canceling but they’re definitely noise dampening! The battery life is pretty long but the buds don’t charge in the case when the case is not plugged in. So if you take them out and then put them in the case they’ll be at the same charge level until you plug them in. Otherwise they’re wonderful and the color is really nice!,"Reviewed in the United States May 25, 2024",AEYBASV6FDZMOLHLMDWNKG3BX75Q,1,2,Color: Matcha,"May 25, 2024",2024-05-25,2024-05,Apple,Apple AirPods (2nd Generation)
RTBQXSXJD4XMF,B0C2F5KD26,5.0 out of 5 stars These are the best headphones,Nikki stinson,5.0,You can pause them by touching the right headphone at the bottom. There is also a bass boost on the top. You gotta learn where it's at a little bit but there great and easy to use. I can't hear anyone who's trying to talk to me which is really great! I honestly can't see paying for any other headphones. These are great and work perfect for what I want them for. I'm still learning about them but they're fantastic. I'll come back to update if I learn anything more.,"Reviewed in the United States June 17, 2024",AFQOI6KLZKL4D3IOIZ6GFWKIGNDA,1,1,Color: True Black,"June 17, 2024",2024-06-17,2024-06,Apple,Apple AirPods (2nd Generation)
R2F2TZSXUDZ7QD,B0C2F5KD26,5.0 out of 5 stars Bang for your buck,GamedUp Green,5.0,For the price..I couldn’t ask for anything better and the battery life is second to none..I can work a whole shift without having to recharge,"Reviewed in the United States July 21, 2024",AFV2OBUG5DMODVRTD32RPRUS5FDQ,1,0,Color: True Black,"July 21, 2024",2024-07-21,2024-07,Apple,Apple AirPods (2nd Generation)
R1L4ACC3D2YB0Z,B0C2F5KD26,5.0 out of 5 stars Bluetooth,Great product everything I needed fast delivery nice product worth it,5.0,Great product affordable 👌,"Reviewed in the United States August 4, 2024",AGN3ETSRPTZKYJ6EEYCPWYGA5VYQ,1,0,Color: True Black,"August 4, 2024",2024-08-04,2024-08,Apple,Apple AirPods (2nd Generation)
R2OBCOP6JK38GM,B0C2F5KD26,5.0 out of 5 stars Sounds good,Aharonius,5.0,Good sound quality. No problem connecting. The battery holds a charge.,"Reviewed in the United States July 29, 2024",AEP62CNEVM7GCUV55YQJUL2RFPOA,1,0,Color: True Black,"July 29, 2024",2024-07-29,2024-07,Apple,Apple AirPods (2nd Generation)
R3VQTFALYBP3I4,B0C2F5KD26,5.0 out of 5 stars Fantastic!,J. Murray,5.0,"These headphones are great. I've used Skullcandy headphones for years, and these do not disappoint. They are super comfortable, bass is pretty good, they stay charged for several hours alone, and the case does as well. If you need cheaper headphones that are really quite decent- I think they're great, but if you're used to the expensive one's someone might come after me, but for the price, I really do love them.","Reviewed in the United States June 20, 2024",AE7PPNAYFH4BXNWVFSQ33VSJJYEQ,1,0,Color: True Black,"June 20, 2024",2024-06-20,2024-06,Apple,Apple AirPods (2nd Generation)
R2O83P13YP6YF2,B0C2F5KD26,5.0 out of 5 stars This brand never disappoints,Arisa,5.0,"The product is comfortable, the sound quality is good, and I have never had a set of earbuds that pairs so instantly.","Reviewed in the United States July 19, 2024",AEIOI4MBAZBTZDLPENT5CFV3GWWQ,1,0,Color: True Black,"July 19, 2024",2024-07-19,2024-07,Apple,Apple AirPods (2nd Generation)
R2IRYFGMYQGTQ4,B0C2F5KD26,5.0 out of 5 stars Best buds,Britt,5.0,For the price the quality is amazing best set I've purchased in awhile.,"Reviewed in the United States July 26, 2024",AEPZMJIXTEQFGKSBFTBHM7FUI2BA,1,0,Color: True Black,"July 26, 2024",2024-07-26,2024-07,Apple,Apple AirPods (2nd Generation)
R1M80EQKTJUXW7,B0C2F5KD26,5.0 out of 5 stars Cálidas vs Precio,Arnold Henríquez,5.0,"Honestamente para ser audífonos de $20 se oyen muy bien, sonido PREMIUM. Me encantan.","Reviewed in the United States July 24, 2024",AGYUTPNDNFMVZIHGXI642NDESBAA,1,0,Color: True Black,"July 24, 2024",2024-07-24,2024-07,Apple,Apple AirPods (2nd Generation)
R3JTMJTI2VS8MD,B0C2F5KD26,5.0 out of 5 stars Love these!,Lkirbymartin,5.0,"This is the third set of this style I have purchased. I keep one in my car, home and gym bag. Mostly I love this color but I like the fit of these buds more than any other I've tried, and that you can use one bud at a time. would repurchase","Reviewed in the United States June 28, 2024",AFUWCYCDDDLLQGILLTPDCQAUBBAA,1,0,Color: Matcha,"June 28, 2024",2024-06-28,2024-06,Apple,Apple AirPods (2nd Generation)
R10FJGHNMPLDOK,B0C2F5KD26,5.0 out of 5 stars Water resistant!,seth,5.0,"Battery life per charge is about eight hours, great sound quality and well worth $20. I have washed the case with the earpods in them accidentally 5 times in washing machine and still work perfectly.","Reviewed in the United States July 9, 2024",AH66AIODKHPYX7ZOC7KHMEZ3QIXA,1,0,Color: True Black,"July 9, 2024",2024-07-09,2024-07,Apple,Apple AirPods (2nd Generation)
R29XCSSE9FNZL,B0C2F5KD26,5.0 out of 5 stars Just what I needed!,The Kawaii Slartibartfast,5.0,"These earbuds work so well! This is my second pair and not because they broke but because they're for my laptop when I'm filming! They're so easy to use, too!","Reviewed in the United States July 11, 2024",AHDYGZLC6OIFXXTL5EH7KBG6KXDA,1,0,Color: True Black,"July 11, 2024",2024-07-11,2024-07,Apple,Apple AirPods (2nd Generation)
R1I3A3ZDVRCR43,B0C2F5KD26,4.0 out of 5 stars Buen producto,Isaac Rosales,4.0,Buen producto para el precio y/o gama,"Reviewed in the United States June 22, 2024",AHIO2PJLS2WOZZCVOMX7N5O2K7SA,1,0,Color: True Black,"June 22, 2024",2024-06-22,2024-06,Apple,Apple AirPods (2nd Generation)
RDI06CRJ19ZE,B0C2F5KD26,5.0 out of 5 stars Great product,alex lopez,5.0,"I have spent triple the money on head phones and this purchase was made to get me through for a little while. However, the quality of these head phones is great and the phone calls come through clear. Great for anyone/kids who lose their headphones alot and get tired of paying for expensive ones.","Reviewed in the United States June 26, 2024",AG24VK6GEFLJ7VLQCWXLAGBDZJBA,1,0,Color: True Black,"June 26, 2024",2024-06-26,2024-06,Apple,Apple AirPods (2nd Generation)
R212TVVE3SV32D,B0C2F5KD26,4.0 out of 5 stars Works well,Cathy Ankeny,4.0,These are really nice but can fall out of my ears,"Reviewed in the United States June 17, 2024",AHWIOPOWZAHCKLEENNR5MQFRJ7CA,1,0,Color: True Black,"June 17, 2024",2024-06-17,2024-06,Apple,Apple AirPods (2nd Generation)
R14NMAN5L1NECH,B0C2F5KD26,4.0 out of 5 stars Connection issues,SK,4.0,"Having connection issues.I use my Earbuds on phone and laptop. Too often (about once a day, everyday) I have to forget them and re-pair to establish a connection. This especially happens with my phone. I know its the earbuds since I have headphones that haven't required a repeat of the pairing process for about 6 months now.Every so often there is a glitch in sound where that happens for only a couple of seconds and often on one earbud only. Its frustrating especially if listening to a book!Otherwise they are great, I am just too busy to deal with a return","Reviewed in the United States April 8, 2024",AEP2K73IUROMKTXDWOLFUAFH7QQQ,1,0,Color: True Black,"April 8, 2024",2024-04-08,2024-04,Apple,Apple AirPods (2nd Generation)
R38PFJO9AXHE2U,B0C2F5KD26,5.0 out of 5 stars Awesome Deal,teresa,5.0,The sound is clear and the battery really lasts for hours! Beats my Bose earbuds ♥️You won’t regret buying these!,"Reviewed in the United States July 13, 2024",AFLQELXO4ACASK26S36FI7HZUYRA,1,0,Color: True Black,"July 13, 2024",2024-07-13,2024-07,Apple,Apple AirPods (2nd Generation)
R3V4ASZIR0NM0N,B0C2F5KD26,"5.0 out of 5 stars great product ,great price",Robert G. Sperduto,5.0,i love these headphones!!,"Reviewed in the United States July 22, 2024",AEPWC5RK7RZXZSQX777TNAFYGBZA,1,0,Color: True Black,"July 22, 2024",2024-07-22,2024-07,Apple,Apple AirPods (2nd Generation)
RIB4BWXGC6PIR,B0C2F5KD26,5.0 out of 5 stars BEST HEADPHONES,Kallie B,5.0,"SkullCandy has been the best brand of headphones… They fit well in your ear, especially when your ears typically hurt after other “pro” buds. The battery life is FOREVER… these have been charged only twice, and they’ve been used so much. People have had no issues hearing me on the phone, and the sound of my music is FABULOUS. love these.","Reviewed in the United States June 14, 2024",AG76FT7IUWS2KA46HJMUZ355MG7A,1,1,Color: True Black,"June 14, 2024",2024-06-14,2024-06,Apple,Apple AirPods (2nd Generation)
R165TC9M17V13U,B0C2F5KD26,5.0 out of 5 stars Great earbuds,Great earbuds,5.0,I love these earbuds I first tested them out by listening to eminem and I couldn't stop rapping along I'm gonna get signed to a record label soon these ear buds are perfect !,"Reviewed in the United States June 27, 2024",AE5SC77LRIETYV5Y4FRYAERTK5IA,1,0,Color: True Black,"June 27, 2024",2024-06-27,2024-06,Apple,Apple AirPods (2nd Generation)
R1PSFJ4VVWA0VT,B0C2F5KD26,4.0 out of 5 stars Pretty good but not great,Joseph l.,4.0,The sound quality on these things is amazing the bass is great but the volume is terrible I bought them to mow the lawn and listen to music I can't hear over the lawn mower,"Reviewed in the United States May 12, 2024",AGYOMJDWGPGKN3NFQ45VCPOW576A,1,3,Color: True Black,"May 12, 2024",2024-05-12,2024-05,Apple,Apple AirPods (2nd Generation)
R27L9ZKKB74N57,B0C2F5KD26,4.0 out of 5 stars Love them,Michaela Thomas,4.0,Fit well and sound great! Occasional stutter but fixes with a pause song and u pause...,"Reviewed in the United States May 26, 2024",AGZTLKUMJHPMQZBOFW3AGFXUVSOA,1,0,Color: Bone/Orange Glow,"May 26, 2024",2024-05-26,2024-05,Apple,Apple AirPods (2nd Generation)
R2PX0Z7BTN5ZLC,B0C2F5KD26,5.0 out of 5 stars Does exactly as describes,tweety09,5.0,"Sound is very clear and they are comfortable. Fast shipping, great price, description is accurate.","Reviewed in the United States July 10, 2024",AH6NSZINWAJPFALSHJAVAJKWV2SA,1,0,Color: True Black,"July 10, 2024",2024-07-10,2024-07,Apple,Apple AirPods (2nd Generation)
RSK7Q8VWD67T5,B0C2F5KD26,4.0 out of 5 stars SKULL BUDS,Mickelle McCoy,4.0,a little painful on my ears,"Reviewed in the United States June 3, 2024",AGXO6L6R4MBKTHVEAUJUI7C5O3SQ,1,0,Color: True Black,"June 3, 2024",2024-06-03,2024-06,Apple,Apple AirPods (2nd Generation)
R1CE62WG06VCN6,B0C2F5KD26,4.0 out of 5 stars Great sound,Kindle Customer,4.0,Awesome inexpensive headphones with great battery life and sound. Second pair so far loving them!,"Reviewed in the United States May 25, 2024",AGJFHFEG43ZTNIJT3KKHIX7EE2WA,1,0,Color: Matcha,"May 25, 2024",2024-05-25,2024-05,Apple,Apple AirPods (2nd Generation)
R3LX41UWNEBJ9J,B0C2F5KD26,5.0 out of 5 stars Great Earbuds,Evely,5.0,Earbuds worked how I wanted and have a great battery. Unlike my other earbuds these ones actually stay in my ear.,"Reviewed in the United States July 4, 2024",AHGJ42CRERKXN27KAQUN2AOYSUVQ,1,0,Color: True Black,"July 4, 2024",2024-07-04,2024-07,Apple,Apple AirPods (2nd Generation)
R9YZCLKZB5JGL,B0C2F5KD26,5.0 out of 5 stars Great bluetooth,Anthony Prevete,5.0,Great earbuds for the price. Excellent sound,"Reviewed in the United States July 10, 2024",AFIDRA5SD57IRFCXG5JBFU54PSQA,1,0,Color: True Black,"July 10, 2024",2024-07-10,2024-07,Apple,Apple AirPods (2nd Generation)
R3KDPT6BY4KPL7,B0C2F5KD26,"5.0 out of 5 stars Easy pairing, comfortable fit and excellent sound quality under $25",geotrick,5.0,"These are the third version of SkullCandy earbuds I have had. My first were a pair of wired Smokin Buds I found in a parking lot. I was shocked at well they sound, so I ordered a few pair off ebay. I used these mostly cardio on treadmills. Sound quality was excellent with a nice bass. The fit always seemed to need adjusting.A few years ago I tried the sport bluetooth version of Smokin Buds that go around the neck. these had same qualities of the wired version.Now for these wireless Smokin Buds II. I have paired them to 5 different devices: Motorola, Samsung Apple iPhones and an iMac. Sound and fit are excellent. There are 3 built in eq settings: standard, movie and music, that can be changed easily by tapping 4 times on the Skull icon on either earbud. As for the sound the bass seemed deeper on the wired version but not by much.There are small medium and large ear adapters. I believe I am using the smallest ones.There is a charging cradle. You can charge the cradle even when you are wearing the earbuds. When you put the earbuds away the cradle will transfer power to the earbuds without them needing to be plugged in.USB-C charging port with a short USB-A to USB-C cable.Fit: I have shaken my head and the earbuds didn't move. The fit is snug.I have not tried them with exercise yet.Pairing: touch one of the Skull icons for 3 sec. and you will hear ""ready for pairing""For $25 dollars these are excellent, Enjoy!","Reviewed in the United States January 30, 2024",AE6XURB2XGIU6KP2TRKMTMEW7NMA,1,20,Color: Matcha,"January 30, 2024",2024-01-30,2024-01,Apple,Apple AirPods (2nd Generation)
R31EWMD8TJR5GD,B0C2F5KD26,4.0 out of 5 stars Small issue Fixable,Natalia,4.0,I had an issue with connectivity like others. I factory reset the device and haven’t had the problem since. The bass on music mode is really nice. I mainly use to listen to music with a lot of bass. Phone call audio isn’t the best quality but I had no complaints abt my mic quality from my friends.,"Reviewed in the United States April 1, 2024",AHPUCBMMAT6AURTAOR3MUBPATPUA,1,0,Color: True Black,"April 1, 2024",2024-04-01,2024-04,Apple,Apple AirPods (2nd Generation)
R1WNHLZLGXD4LP,B0C2F5KD26,4.0 out of 5 stars Very good work headphones,Robert Cordoza,4.0,They are very good for the price and I say that in the most positive way. If I would payed 60 or 80 for them i wouldn’t have been mad.,"Reviewed in the United States April 28, 2024",AFEYYKLOOSZA2F2MODHALGFFENSA,1,1,Color: True Black,"April 28, 2024",2024-04-28,2024-04,Apple,Apple AirPods (2nd Generation)
R1XWDXR4GYNIFI,B0C2F5KD26,5.0 out of 5 stars Perfect earbuds,Kalique,5.0,I use them only for watching movies in my iPad at night as to not bother my partner with volume . There perfect and never come out even after I fall asleep lol.,"Reviewed in the United States June 19, 2024",AGEK6UB45U5CAHBVMZJPBYRUI7FA,1,0,Color: True Black,"June 19, 2024",2024-06-19,2024-06,Apple,Apple AirPods (2nd Generation)
R2744Q79E1MCTL,B0C2F5KD26,5.0 out of 5 stars Great overall ear buds,Kelly Miller,5.0,Easy to connect and use. Many of the high dollar features for a lower priced set. Fit comfortably in the ear without being too bulky.,"Reviewed in the United States June 25, 2024",AGMLJMGWTKP7BR6J5A5OME7WUPRA,1,0,Color: True Black,"June 25, 2024",2024-06-25,2024-06,Apple,Apple AirPods (2nd Generation)
R2ZB3Y1I3VGT4R,B0C2F5KD26,5.0 out of 5 stars Wonderful but not for calls,Jayde,5.0,"I absolutely love these! They are a great quality for the price. The battery life is excellent and it’s super easy to connect to your device. They sound fantastic for music, games and movies. But call quality is AWFUL! If you’re looking for something to use to take calls don’t get these, but otherwise they are fantastic.","Reviewed in the United States June 5, 2024",AHUNJVJF4GZMPC223XDIPKX652CQ,1,3,Color: Matcha,"June 5, 2024",2024-06-05,2024-06,Apple,Apple AirPods (2nd Generation)
R1HJJ6TKFRXQVO,B0C2F5KD26,5.0 out of 5 stars pretty good!,smiley j simental,5.0,"for the price these are perfect! Same quality as my $80 monster ear plugs! 8 hrs of play time with a quick 2 hr charge you can't go wrong even if you forget to charge them before the gym. for $24 BUCKS, can't beat that","Reviewed in the United States June 8, 2024",AFN66KUEMGA5VJRI2KINQGDBEERA,1,0,Color: True Black,"June 8, 2024",2024-06-08,2024-06,Apple,Apple AirPods (2nd Generation)
R1NZFMP5E3V7DO,B0C2F5KD26,3.0 out of 5 stars Right earbud?,Amazon Customer,3.0,"I bought these in January of 2024. At first I loved them. However, now no matter how long I leave them to change the right earbud screams battery low with in thirty minutes. It’s very annoying. The left one will last about 8 hours. It doesn’t make sense. 🤷🏼‍♀️","Reviewed in the United States July 18, 2024",AEFWNNO5VL3C4EZNISIZ7CDJEGMQ,1,0,Color: True Black,"July 18, 2024",2024-07-18,2024-07,Apple,Apple AirPods (2nd Generation)
R2Y4U4E4XV34IR,B0C2F5KD26,5.0 out of 5 stars Great product,Stella M,5.0,"I was recommended this item by a family member and purchased them to replace a set of earbuds that no longer worked. They are an easy fit; noise cancellation is great, and the sound is amazing.","Reviewed in the United States June 12, 2024",AGXNUMZDKUSBPVDTYS626U2DWBIQ,1,0,Color: True Black,"June 12, 2024",2024-06-12,2024-06,Apple,Apple AirPods (2nd Generation)
R2IKML98QB8B69,B0C2F5KD26,5.0 out of 5 stars Audífonos,Edgar R.,5.0,Muy buen material,"Reviewed in the United States July 7, 2024",AFM325JHC6ZY5STCAQ7HNZAXWIAQ,1,0,Color: True Black,"July 7, 2024",2024-07-07,2024-07,Apple,Apple AirPods (2nd Generation)
R1MP93YX2J8320,B0C2F5KD26,5.0 out of 5 stars Sonido excelente,Alain C.,5.0,"Se escuchan excelentes, muy cómodos y larga duración, los recomiendo","Reviewed in the United States June 29, 2024",AHZVWBAEZHA2T26G4FJ6RBXMGXKA,1,0,Color: True Black,"June 29, 2024",2024-06-29,2024-06,Apple,Apple AirPods (2nd Generation)
R33SEAQBU28DVP,B0C2F5KD26,3.0 out of 5 stars 5 month review,Kyle,3.0,"5 months in and the left ear bud has stopped connecting. The touch control still works, but no sound comes out of it. A cursory internet search shows that this is not an isolated occurrence.","Reviewed in the United States July 21, 2024",AFAQRFMVKY4T4A2RTIOLCBFCHGLA,1,0,Color: True Black,"July 21, 2024",2024-07-21,2024-07,Apple,Apple AirPods (2nd Generation)
